+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101
11    25.495    15.556    43.29    29.155    47.17    33.541    30.414    14.142    26.249    25.0    0         11.18    32.016    35.0    52.202    55.0    44.721    39.051    22.361    15.0    15.811    42.72    52.202    60.415    43.012    53.151    33.541    20.616    25.495    38.471    10.0    8.062    10.296    24.352    35.355    33.377    28.0    41.231    60.415    56.604    36.401    54.342    48.374    57.428    49.769    32.558    30.463    22.361    18.788    25.298    21.401    19.105    17.263    29.833    41.11    49.578    53.226    48.042    34.525    37.108    29.069    40.249    6.325    9.487    22.672    36.235    23.022    66.287    33.422    14.765    8.062    28.16    47.17    45.222    49.649    52.555    26.173    28.601    32.016    29.547    34.713    25.71    19.849    28.018    34.67    40.497    49.396    42.048    8.944    25.318    7.071    43.658    38.833    37.947    33.242    36.346    33.956    39.319    40.522    35.44    43.681    
12    33.541    26.401    50.289    40.311    57.009    35.355    35.355    15.0    24.166    35.355    11.18    0         42.426    41.231    55.227    60.828    46.098    38.079    25.0    7.071    25.0    51.478    60.415    69.462    54.083    63.64    43.012    29.155    35.0    49.649    20.616    17.029    15.524    35.468    46.098    43.0    18.682    45.0    61.847    66.4    44.721    62.032    53.151    62.073    51.788    30.414    24.759    15.0    14.765    14.318    32.45    29.833    23.087    38.013    51.624    60.108    62.434    54.342    42.154    41.012    31.145    41.773    8.062    8.062    13.0    43.681    30.083    76.217    44.407    24.759    19.235    37.121    55.946    53.666    58.138    61.294    37.014    39.661    43.012    40.719    45.607    36.688    18.682    28.636    35.171    43.186    49.649    47.676    14.318    30.594    11.18    46.271    43.046    41.049    38.471    41.304    38.053    44.283    44.011    39.0    47.043    
13    15.0    16.643    23.431    11.18    15.811    35.355    25.495    33.541    40.792    25.495    32.016    42.426    0         22.361    43.012    36.056    42.72    45.277    30.414    43.012    30.414    15.811    25.495    30.414    15.0    21.213    7.071    15.811    9.22    15.652    26.926    25.495    37.162    17.263    25.0    32.696    54.12    33.541    54.083    25.08    14.142    29.12    34.713    41.869    44.294    44.102    49.729    46.957    40.719    55.0    12.369    23.022    24.352    13.601    9.22    17.692    23.195    29.206    16.643    31.016    33.015    39.56    34.713    41.049    54.672    43.681    38.013    34.482    7.211    17.692    24.698    33.734    19.235    18.974    22.361    24.021    7.071    8.544    20.248    14.765    6.325    19.647    37.0    36.056    39.205    36.401    49.041    27.803    29.411    24.0    37.216    38.484    30.871    33.838    25.298    27.313    29.12    28.653    34.015    31.321    36.235    
14    11.18    26.401    9.434    32.016    25.495    15.811    7.071    26.926    26.907    43.012    35.0    41.231    22.361    0         21.213    20.0    20.616    25.495    18.028    38.079    42.72    15.811    21.213    32.016    36.401    35.355    15.811    15.811    16.279    38.013    36.401    27.019    44.283    35.468    46.098    51.856    44.822    11.18    32.016    32.696    10.0    21.633    14.318    23.087    21.954    27.295    36.235    38.013    31.906    49.244    27.803    38.079    18.248    9.22    27.295    33.061    26.42    13.153    6.083    9.055    15.811    18.028    33.541    44.102    54.12    61.057    51.624    42.059    29.53    23.087    31.78    50.774    19.235    16.125    20.0    23.601    25.495    29.206    41.11    35.468    28.636    38.288    26.627    20.0    19.925    14.318    26.926    7.28    27.295    10.77    42.012    16.155    8.544    12.042    4.472    5.099    8.246    6.403    11.705    10.05    13.892    
15    32.016    46.872    21.19    53.151    41.231    20.0    22.361    40.311    33.377    64.031    52.202    55.227    43.012    21.213    0         15.811    11.18    22.361    30.414    50.0    62.65    31.623    30.0    40.311    55.902    50.99    36.056    36.056    37.483    58.523    55.902    44.944    62.298    56.639    67.268    73.0    51.662    11.18    11.18    45.044    29.155    27.166    9.22    10.63    5.657    29.411    40.162    46.53    42.048    58.694    48.918    58.822    35.114    30.414    46.098    49.729    38.053    17.117    26.401    15.232    24.083    14.318    48.836    60.208    67.0    81.841    71.589    52.24    50.22    43.046    50.99    71.61    32.558    29.833    31.145    34.015    46.69    50.329    62.29    56.639    49.092    59.464    37.0    27.019    21.378    12.042    13.601    15.264    43.417    27.313    59.203    9.0    13.892    14.318    20.248    17.205    18.385    14.866    11.705    16.763    8.544    
16    30.414    45.354    13.0    47.17    29.155    29.155    25.495    46.098    42.942    60.415    55.0    60.828    36.056    20.0    15.811    0         25.0    35.355    36.401    57.009    61.847    21.213    15.811    25.0    46.098    38.079    29.155    35.355    33.838    50.249    55.902    47.011    64.195    52.326    61.033    68.476    61.717    18.028    25.0    30.806    22.361    12.166    9.22    7.28    21.024    40.804    51.313    55.543    49.98    67.417    45.31    56.303    38.118    26.926    36.125    37.59    24.042    7.28    21.84    21.024    31.78    26.173    53.339    64.07    73.546    78.791    70.605    37.0    42.802    42.579    51.478    68.542    20.248    18.439    17.889    19.925    41.593    44.418    56.303    50.774    41.231    55.009    44.598    35.777    32.202    22.023    29.069    13.153    47.17    30.265    62.008    20.518    18.788    22.472    22.361    19.647    23.409    16.763    19.416    23.259    17.692    
17    29.155    42.45    25.179    51.478    45.0    11.18    18.028    31.623    23.0    60.208    44.721    46.098    42.72    20.616    11.18    25.0    0         11.18    22.361    40.311    57.009    35.0    36.401    47.434    57.009    55.0    36.401    32.016    35.355    58.31    50.0    38.275    55.009    53.6    65.192    69.527    40.792    10.0    15.811    50.636    30.414    34.54    16.125    21.401    6.083    18.439    29.12    36.056    32.14    48.166    45.804    54.452    28.601    29.155    47.854    53.085    43.738    23.409    26.683    11.705    15.652    4.472    40.497    51.865    57.219    77.156    65.803    58.941    49.769    38.184    45.0    67.179    37.216    34.132    36.674    40.025    44.777    48.765    60.208    54.708    49.041    56.4    27.459    17.464    11.045    6.325    6.325    18.111    35.777    21.932    51.478    5.099    12.166    8.944    17.464    15.524    13.892    15.033    9.055    11.662    8.246    
18    30.414    40.706    32.696    52.202    50.99    10.0    20.0    25.0    13.928    58.31    39.051    38.079    45.277    25.495    22.361    35.355    11.18    0         18.028    31.623    53.151    41.231    44.721    55.902    60.208    60.828    40.0    31.623    36.674    60.208    46.098    34.059    49.204    52.802    65.0    67.742    30.15    18.028    25.0    57.871    35.355    43.566    26.173    32.45    17.088    8.062    18.248    26.173    23.409    38.013    45.31    52.154    25.554    32.016    52.01    58.421    51.264    32.45    31.257    17.088    12.649    9.22    33.838    44.777    48.052    73.878    61.522    66.851    51.788    36.235    41.231    64.405    44.272    41.11    44.385    47.927    45.607    49.729    60.166    55.027    51.478    55.462    19.723    11.402    6.083    13.601    12.042    25.942    30.414    21.587    45.222    14.866    18.788    14.318    21.213    20.881    17.263    21.932    16.643    15.524    17.692    
19    15.811    22.847    27.459    35.355    40.311    11.18    11.18    10.0    10.44    40.311    22.361    25.0    30.414    18.028    30.414    36.401    22.361    18.028    0         20.616    35.355    32.016    39.051    49.497    45.277    49.244    26.926    15.0    21.213    44.045    28.284    16.279    32.65    35.114    47.434    49.739    26.907    20.0    38.079    48.826    25.0    39.661    28.284    37.121    27.514    14.142    19.698    20.0    13.892    31.305    27.893    34.132    7.616    19.235    38.601    46.239    43.278    30.463    21.26    16.031    6.708    17.889    18.439    29.833    37.336    55.973    43.932    58.6    36.014    18.385    23.345    46.4    36.125    33.242    37.483    41.012    29.069    33.136    42.72    37.855    36.125    37.696    8.602    6.708    12.728    18.439    27.203    23.409    13.416    7.81    29.155    21.587    18.111    16.125    14.318    16.763    13.153    19.647    19.026    14.0    22.091    
20    32.016    28.231    47.424    42.72    56.569    30.0    31.623    11.18    17.72    40.0    15.0    7.071    43.012    38.079    50.0    57.009    40.311    31.623    20.616    0         30.414    50.0    58.31    68.007    55.902    64.031    42.426    28.284    34.713    52.202    25.0    17.889    21.932    38.833    50.249    48.26    13.0    40.311    55.902    65.795    43.012    59.481    48.836    57.559    46.174    23.77    17.692    8.062    8.246    12.042    34.54    34.059    20.809    36.401    52.202    60.605    61.221    50.922    39.962    36.497    26.077    36.125    9.22    15.0    17.0    49.98    36.401    75.69    46.065    25.554    22.361    42.755    54.406    51.865    56.303    59.641    38.471    41.629    46.69    43.681    47.011    40.447    13.0    23.022    29.275    38.013    43.417    43.966    13.601    27.313    17.464    41.0    38.639    36.125    34.785    37.363    33.734    40.262    39.205    34.366    42.107    
21    31.623    16.492    49.031    22.361    46.098    46.098    40.311    29.155    41.34    11.18    15.811    25.0    30.414    42.72    62.65    61.847    57.009    53.151    35.355    30.414    0         45.0    55.0    60.828    36.056    49.244    35.0    26.926    28.284    29.833    7.071    19.105    10.77    15.264    22.361    18.0    43.29    51.478    72.111    55.082    40.311    58.078    57.009    65.788    61.294    47.434    46.239    38.079    34.54    39.115    18.111    8.062    28.425    34.928    37.947    45.695    53.6    54.571    40.025    47.508    41.773    52.631    22.136    18.439    32.311    20.809    8.944    63.906    28.231    19.698    12.042    12.369    49.041    48.01    52.01    54.148    23.345    23.409    20.616    20.809    30.083    14.866    34.986    41.773    48.083    51.865    62.37    49.98    23.022    35.511    14.142    54.918    48.765    49.092    42.485    45.618    44.418    48.332    51.108    46.325    54.203    
22    18.028    29.275    10.44    26.926    10.0    31.623    22.361    39.051    41.881    41.231    42.72    51.478    15.811    15.811    31.623    21.213    35.0    41.231    32.016    50.0    45.0    0         10.0    18.028    25.0    20.0    10.0    22.361    17.464    29.069    40.311    34.928    50.01    32.985    40.311    48.466    58.728    25.0    42.72    17.0    7.071    13.342    22.472    27.803    34.525    42.953    51.313    51.624    45.255    61.847    27.074    38.21    29.206    13.601    15.0    18.248    11.314    15.264    10.817    24.331    31.305    33.242    43.417    52.202    64.413    59.481    53.151    26.627    21.954    28.16    36.878    49.477    4.472    3.162    7.071    9.849    22.361    24.352    35.777    30.463    20.248    35.44    40.361    35.355    35.735    29.069    41.049    17.117    37.216    24.207    49.041    30.017    23.087    27.295    20.248    20.396    24.042    20.025    26.019    25.71    27.074    
23    26.926    39.205    12.207    36.401    14.142    36.056    28.284    47.17    48.104    50.99    52.202    60.415    25.495    21.213    30.0    15.811    36.401    44.721    39.051    58.31    55.0    10.0    0         11.18    32.016    22.361    20.0    31.623    27.295    37.216    50.249    44.272    59.841    42.755    49.244    57.871    65.947    26.926    40.311    15.133    15.811    4.243    21.095    23.087    34.234    48.01    57.385    59.034    52.802    69.893    37.054    48.166    37.59    22.472    22.472    22.204    8.246    13.153    18.358    27.785    36.878    35.847    52.393    61.685    73.41    69.123    63.127    22.561    31.016    37.855    46.69    59.228    6.325    7.071    3.162    4.123    32.249    33.956    44.944    39.85    29.155    45.122    47.634    41.11    39.962    31.385    41.773    18.788    46.098    31.401    58.694    31.321    25.942    30.414    25.495    24.413    28.601    22.825    28.231    29.682    28.16    
24    36.056    46.174    23.324    40.0    15.0    47.17    39.051    57.009    58.898    55.0    60.415    69.462    30.414    32.016    40.311    25.0    47.434    55.902    49.497    68.007    60.828    18.028    11.18    0         31.623    18.028    26.926    40.311    34.928    38.079    57.009    52.773    67.052    47.043    50.99    60.531    76.381    38.079    50.0    8.602    25.0    13.153    31.78    32.062    44.911    59.076    68.25    69.354    63.032    79.812    42.755    53.339    47.202    31.623    24.083    19.698    7.28    24.042    28.32    38.949    47.802    47.011    61.4    69.857    82.365    72.339    68.264    12.0    34.015    45.695    54.083    63.032    13.601    16.279    12.042    8.485    37.483    38.053    47.381    43.046    32.016    49.0    58.0    52.01    51.108    42.544    52.631    29.967    55.227    41.725    66.483    42.379    37.121    41.593    36.401    35.511    39.661    34.0    39.395    40.817    39.217    
25    30.0    27.785    34.986    14.142    18.028    50.249    40.311    47.434    55.579    26.926    43.012    54.083    15.0    36.401    55.902    46.098    57.009    60.208    45.277    55.902    36.056    25.0    32.016    31.623    0         15.0    20.616    30.414    24.083    7.071    35.355    38.013    45.343    20.809    20.0    30.067    67.779    47.434    67.082    23.537    26.926    36.235    47.011    52.802    57.94    59.076    64.327    60.745    54.708    67.602    21.633    28.018    38.833    28.284    10.0    12.166    25.942    40.224    30.364    45.354    48.01    54.129    47.011    50.99    65.299    42.107    41.231    30.067    9.849    30.463    35.0    33.956    26.173    27.659    29.069    28.844    17.464    14.422    17.464    15.264    9.22    21.471    51.42    51.039    54.148    50.695    63.325    40.719    42.544    39.0    46.69    52.498    44.922    48.27    39.812    41.485    43.738    42.379    48.083    45.891    49.98    
26    33.541    37.643    30.15    26.926    10.0    50.99    41.231    54.083    59.615    41.231    53.151    63.64    21.213    35.355    50.99    38.079    55.0    60.828    49.244    64.031    49.244    20.0    22.361    18.028    15.0    0         22.361    36.056    29.411    22.023    47.17    46.69    57.454    34.176    35.0    45.044    74.626    45.0    61.847    9.434    25.495    26.42    41.773    45.31    54.332    61.685    68.942    67.417    61.057    76.059    32.45    41.231    44.418    30.083    12.042    3.606    14.422    33.956    29.614    44.181    50.0    53.151    55.902    62.008    75.822    57.079    55.362    15.133    21.024    38.897    45.607    48.662    18.439    21.213    20.248    18.358    27.203    25.942    32.249    29.12    19.235    35.44    56.824    53.759    55.109    49.041    61.033    37.054    50.448    41.785    58.009    50.01    43.046    47.17    39.623    40.2    43.566    40.012    46.011    45.398    47.043    
27    11.18    19.416    16.401    18.028    14.142    30.0    20.0    32.016    37.336    31.623    33.541    43.012    7.071    15.811    36.056    29.155    36.401    40.0    26.926    42.426    35.0    10.0    20.0    26.926    20.616    22.361    0         14.142    8.062    22.472    30.414    26.077    40.262    23.409    32.016    39.357    52.431    26.926    47.17    23.431    7.071    23.195    27.659    34.828    37.577    39.812    46.615    45.222    38.833    54.452    17.117    28.284    22.204    8.062    12.042    19.313    19.698    22.204    9.849    24.739    28.284    33.541    35.0    42.953    55.758    49.98    43.186    33.302    14.213    18.788    27.203    39.85    14.142    13.038    17.029    19.416    12.649    15.264    27.203    21.633    13.038    26.0    34.482    31.78    34.015    30.083    42.72    20.809    29.069    19.647    39.56    31.953    24.352    27.659    19.235    20.881    23.195    21.932    27.514    25.318    29.547    
28    5.0    10.817    23.0    20.616    28.284    22.361    14.142    18.028    25.179    28.284    20.616    29.155    15.811    15.811    36.056    35.355    32.016    31.623    15.0    28.284    26.926    22.361    31.623    40.311    30.414    36.056    14.142    0         6.708    29.069    20.616    12.649    29.0    21.633    33.541    37.537    38.588    25.0    46.098    37.537    15.811    33.734    30.083    38.897    35.384    29.069    33.956    31.385    25.06    40.311    13.892    22.804    8.544    9.22    24.597    32.757    33.287    28.16    14.036    21.26    18.974    28.018    21.095    30.083    42.059    45.804    35.847    47.424    21.024    7.28    16.125    35.609    26.833    24.698    29.155    32.202    14.142    18.248    28.636    23.409    21.213    24.413    21.19    21.213    25.632    26.173    38.013    23.087    15.0    10.296    27.295    29.0    22.204    23.345    15.811    18.868    18.385    21.471    24.839    20.518    27.803    
29    6.325    12.0    20.881    16.125    22.023    26.926    17.464    24.698    31.575    26.926    25.495    35.0    9.22    16.279    37.483    33.838    35.355    36.674    21.213    34.713    28.284    17.464    27.295    34.928    24.083    29.411    8.062    6.708    0         23.537    23.022    18.028    32.558    19.209    30.0    35.609    45.277    27.019    48.166    31.401    12.042    30.017    30.232    38.471    37.802    35.014    40.522    38.079    31.765    46.755    11.662    22.472    15.232    7.211    17.889    26.077    27.731    26.571    12.083    23.854    24.187    31.78    27.019    34.928    47.707    45.177    36.878    41.231    15.133    10.77    19.416    34.886    21.84    20.224    24.515    27.203    9.434    13.416    25.0    19.416    15.0    22.023    27.857    27.0    30.594    29.155    41.593    23.022    21.213    15.133    31.623    31.623    24.207    26.42    18.028    20.616    21.471    22.627    27.203    23.707    29.833    
30    29.833    24.042    38.288    9.487    23.77    50.448    40.804    44.721    54.009    20.125    38.471    49.649    15.652    38.013    58.523    50.249    58.31    60.208    44.045    52.202    29.833    29.069    37.216    38.079    7.071    22.023    22.472    29.069    23.537    0         30.0    34.482    39.623    14.866    13.038    23.022    64.56    49.193    69.642    30.265    29.411    41.34    50.0    56.586    59.942    58.138    62.29    57.723    51.971    63.561    17.72    21.932    37.014    29.155    14.765    19.026    31.953    43.863    32.249    46.615    47.676    55.027    43.081    45.804    60.216    35.057    34.438    37.121    8.544    27.459    30.414    26.926    31.064    32.016    34.132    34.438    15.0    11.045    10.44    9.22    9.434    15.0    49.254    50.249    54.129    52.0    64.622    43.267    39.294    38.639    41.4    54.129    46.519    49.396    40.853    42.953    44.598    44.294    49.659    46.819    51.884    
31    25.495    11.045    43.29    21.213    42.72    39.051    33.541    22.361    34.482    15.0    10.0    20.616    26.926    36.401    55.902    55.902    50.0    46.098    28.284    25.0    7.071    40.311    50.249    57.009    35.355    47.17    30.414    20.616    23.022    30.0    0         12.042    10.296    15.264    25.495    23.537    38.0    44.721    65.192    52.0    35.0    53.038    50.596    59.481    54.378    40.497    39.85    32.249    28.16    34.928    14.765    9.22    21.401    29.155    35.355    43.566    49.729    48.662    34.234    40.706    34.713    45.607    16.125    15.811    30.232    27.803    15.811    61.27    26.401    13.342    5.0    18.788    44.553    43.186    47.381    49.82    20.125    21.401    22.472    20.809    28.018    16.155    28.178    34.713    41.012    44.944    55.317    43.681    16.125    28.653    11.402    48.021    42.048    42.19    35.847    39.0    37.59    41.785    44.294    39.446    47.413    
32    17.464    10.44    35.228    25.0    40.0    27.203    22.804    11.18    22.847    25.298    8.062    17.029    25.495    27.019    44.944    47.011    38.275    34.059    16.279    17.889    19.105    34.928    44.272    52.773    38.013    46.69    26.077    12.649    18.028    34.482    12.042    0         17.464    22.0    34.132    34.54    30.083    33.838    53.712    49.406    28.46    46.325    40.608    49.649    42.942    28.653    29.275    23.345    18.0    29.682    16.763    18.974    9.849    21.84    34.713    43.186    45.651    40.012    26.476    29.732    22.804    33.838    9.22    17.464    29.682    39.825    27.659    59.203    28.178    7.81    7.211    30.529    39.395    37.336    41.785    44.777    20.591    23.77    30.0    26.306    29.155    24.083    16.763    22.672    29.0    33.541    43.417    34.132    5.0    17.72    15.0    36.674    31.321    30.871    25.495    28.636    26.571    31.575    33.242    28.231    36.401    
33    34.0    20.881    52.0    31.241    52.924    43.829    40.262    24.207    36.069    21.932    10.296    15.524    37.162    44.283    62.298    64.195    55.009    49.204    32.65    21.932    10.77    50.01    59.841    67.052    45.343    57.454    40.262    29.0    32.558    39.623    10.296    17.464    0         24.759    33.106    28.284    34.205    51.245    70.682    62.241    44.283    62.394    58.052    67.082    60.008    42.45    39.115    29.967    27.803    29.017    25.06    17.804    27.203    38.053    45.651    53.852    59.775    57.079    43.012    47.127    39.357    50.537    15.556    8.0    21.541    28.16    14.56    71.554    36.62    22.091    13.153    22.023    54.342    52.773    57.07    59.666    30.414    31.623    31.064    30.414    38.275    25.0    29.732    38.275    44.944    50.695    59.682    51.478    19.235    35.171    4.472    53.852    48.765    48.104    42.953    46.098    43.966    49.031    50.596    45.541    53.759    
